0,93.1,13730,0,2477.9,45.895,286.84,2294.7,0,678.52,3278.8,0,9152,85.333,533.33,8533.3
0,32.328,809.81,0,2477.9,45.895,286.84,2294.7,0,695.89,276.41,0,12816,149.33,933.33,11733
0,25.841,846.37,0,5161.5,137.68,860.53,4589.5,0,703.05,382.77,0,17323,256,1600,15467
0,31.381,160.5,0,34847,529.29,3308,31043,0,694.12,341.53,0,30989,522.67,3266.7,27200
2.8684,18.687,226.48,2.8684,0,0,0,0,1.6667,695.62,173.64,2.6667,65256,1056,6600,57600
10.04,51.823,5422.4,3.7946,0,0,0,0,7.3333,654.17,2224.9,4.6667,65256,1056,6600,57600
